Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PTT,Thailand,THA,Oil & Gas,Yes,large,TH0646010Z00;TH0646010R18,BD0BDH1;6420408,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030;2060,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set a 2030 target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI has assumed that: The company's externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA's Energy Technology Perspectives model 'National Pledges' scenario. The company's 2030 and 2060 targets cover a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,73.49,72.86,72.78,72.66,71.71,70.77,70.56,70.94,70.78,70.61,70.45,70.29,70.13,69.97,69.81,69.65,69.49,69.38,69.27,69.16,69.06,68.95,68.84,68.73,68.62,68.51,68.4,68.29,68.18,68.08,67.97,67.86,67.75,67.64,67.53,67.42,67.31
PTT,Thailand,THA,Oil & Gas,Yes,large,TH0646010Z00;TH0646010R18,BD0BDH1;6420408,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,73.49278012,72.85820986,72.77575649,72.65934181,72.86799446,73.07664712,73.28529977,73.49395243,73.70260509,73.91125774,74.1199104,74.32856305,74.53721571,74.74586837,74.95452102,75.16317368,75.37182633,,,,,,,,,,,,,,,,,,,,
PTT,Thailand,THA,Oil & Gas,Yes,large,TH0646010Z00;TH0646010R18,BD0BDH1;6420408,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,73.49,72.87,72.88,72.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTT,Thailand,THA,Oil & Gas,Yes,large,TH0646010Z00;TH0646010R18,BD0BDH1;6420408,01/09/2019,12/07/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,73.027,72.115,72.176,71.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabrik Kertas Tjiwi Kimia,Indonesia,IDN,Paper,No,small,ID1000060403,6666677,01/10/2023,23/05/2023,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,2030,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,1.93914537,2.094116407,1.971747253,1.931600092,1.891452931,1.85130577,1.811158609,1.771011448,1.730864287,1.690717126,1.650569964,1.610422803,,,,,,,,,,,,,,,,,,,,
Pacific Basin Shipping,Hong Kong,HKG,Shipping,No,small,BMG684371393,B01RQM3,01/02/2024,24/11/2023,,1.5 Degrees,1.5 Degrees,1.5 Degrees,Shipping_01/02/2022,2030;2050,2022,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,4.970379112,4.801295546,4.63221198,4.463128414,4.294044847,4.124961281,3.955877715,3.786794149,3.617710583,3.436825054,3.255939525,3.075053996,2.894168467,2.713282937,2.532397408,2.351511879,2.17062635,1.989740821,1.808855292,1.627969762,1.447084233,1.266198704,1.085313175,0.904427646,0.723542117,0.542656587,0.361771058,0.180885529,0.0
Pan Ocean,South Korea,KOR,Shipping,No,medium,KR7028670008,B24FX49,01/02/2024,24/11/2023,,No or unsuitable disclosure,No or unsuitable disclosure,No or unsuitable disclosure,Shipping_01/02/2022,,,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pap Y Cart Euro,Spain,ESP,Paper,No,small,ES0168561019,,01/11/2018,09/10/2018,,,,No or unsuitable disclosure,Paper_01/11/2018,,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Pap Y Cart Euro has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pap Y Cart Euro,Spain,ESP,Paper,No,small,ES0168561019,,01/02/2018,14/02/2018,,,,No or unsuitable disclosure,Paper_01/02/2018,,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pemex,Mexico,MEX,Oil & Gas,Yes,unlisted,0,"",01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,76.85721467,77.49094971,76.13585254,76.56734574,78.03294917,81.41374392,82.6943693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pemex,Mexico,MEX,Oil & Gas,Yes,unlisted,0,"",01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2022;2023;2024;2025,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI's methodology (see TPI's Q&A document for a brief definition). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,76.86,77.5,76.14,76.57,78.03,79.32,78.79,78.26,78.19,78.13,78.07,,,,,,,,,,,,,,,,,,,,,,,,,
Pemex,Mexico,MEX,Oil & Gas,Yes,unlisted,0,"",01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2022;2023;2024;2025,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,73.98339299,75.27940937,74.36883376,74.95426345,76.09024207,76.0124778,75.93471354,75.85694927,75.80130484,75.74566041,75.69001598,,,,,,,,,,,,,,,,,,,,,,,,,
Petrobras,Brazil,BRA,Oil & Gas,Yes,large,BRPETRACNPR6;BRPETRACNOR9;US71654V4086;US71654V1017,2684532;2682365;2616580;2683410,01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,2025;2030;2050,2022,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,78.75699512,78.09011329,77.35186318,77.43340857,77.06814135,76.83537563,77.40816276,77.77711034,76.32374535,76.1594239,75.99510245,75.830781,76.01371283,76.19664467,76.37957651,76.56250834,76.74544018,76.29147914,75.8375181,75.38355705,74.92959601,74.47563497,74.02167393,73.56771288,73.11375184,72.6597908,72.20582976,71.75186871,71.29790767,70.84394663,70.38998559,69.93602454,69.4820635,69.02810246,68.57414142,68.12018038,67.66621933
Petrobras,Brazil,BRA,Oil & Gas,Yes,large,BRPETRACNPR6;BRPETRACNOR9;US71654V4086;US71654V1017,2684532;2682365;2616580;2683410,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2025;2030,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.  The company has set a 2030 target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI has assumed that: The company's externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA's Energy Technology Perspectives model 'National Pledges' scenario.  The company's 2025 and 2030 targets cover a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,78.76,78.09,77.35,77.43,77.07,76.84,77.41,77.59,77.05,76.51,75.96,75.42,75.57,75.72,75.86,76.01,76.16,,,,,,,,,,,,,,,,,,,,
Petrobras,Brazil,BRA,Oil & Gas,Yes,large,BRPETRACNPR6;BRPETRACNOR9;US71654V4086;US71654V1017,2684532;2682365;2616580;2683410,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,78.75699512,78.09011329,77.35186318,77.43340857,77.06814135,76.83537563,77.40816276,77.35943798,77.31071319,77.2619884,77.21326362,77.16453883,77.11581404,77.06708926,77.01836447,76.96963969,76.9209149,,,,,,,,,,,,,,,,,,,,
Petrobras,Brazil,BRA,Oil & Gas,Yes,large,BRPETRACNPR6;BRPETRACNOR9;US71654V4086;US71654V1017,2684532;2682365;2616580;2683410,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,78.76,78.09,77.35,77.43,77.07,77.01,76.52,76.02,75.53,75.03,74.54,74.04,,,,,,,,,,,,,,,,,,,,,,,,,
Petrobras,Brazil,BRA,Oil & Gas,Yes,large,BRPETRACNPR6;BRPETRACNOR9;US71654V4086;US71654V1017,2684532;2682365;2616580;2683410,01/09/2019,12/07/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,74.923,74.394,75.146,74.779,75.175,75.418,75.661,75.905,76.148,76.391,76.635,76.878,75.421,73.964,72.507,71.05,69.593,68.136,66.68,65.223,63.766,62.309,60.852,59.395,57.938,56.481,55.024,,,,,,,,,,
Petrochina,China,CHN,Oil & Gas,Yes,large,CNE1000003W8;CNE1000007Q1;US71646E1001,6226576;B28SLD9;2568841;BP3R206,01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,73.38396397,73.55679065,72.26801544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrochina,China,CHN,Oil & Gas,Yes,large,CNE1000003W8;CNE1000007Q1;US71646E1001,6226576;B28SLD9;2568841;BP3R206,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.  The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI's methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,73.38,73.56,72.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrochina,China,CHN,Oil & Gas,Yes,large,CNE1000003W8;CNE1000007Q1;US71646E1001,6226576;B28SLD9;2568841;BP3R206,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,,,,,,73.38396397,73.55679065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrochina,China,CHN,Oil & Gas,Yes,large,CNE1000003W8;CNE1000007Q1;US71646E1001,6226576;B28SLD9;2568841;BP3R206,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,73.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrochina,China,CHN,Oil & Gas,Yes,large,CNE1000003W8;CNE1000007Q1;US71646E1001,6226576;B28SLD9;2568841;BP3R206,01/09/2019,12/07/2019,,,,No or unsuitable disclosure,Oil & Gas_01/09/2019,,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66,United States of America,USA,Oil & Gas,Yes,large,US7185461040,B78C4Y8,01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,2030;2050,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,80.40810249,80.807345,80.19991714,80.13123003,80.32023356,80.19549606,80.3888447,80.7414004,79.20872303,77.67604567,76.1433683,74.61069094,73.07801357,71.54533621,70.01265884,68.47998148,66.94730411,66.86604627,66.78478844,66.7035306,66.62227277,66.54101493,66.45975709,66.37849926,66.29724142,66.21598359,66.13472575,66.05346791,65.97221008,65.89095224,65.80969441,65.72843657,65.64717873,65.5659209,65.48466306,65.40340523,65.32214739
Phillips 66,United States of America,USA,Oil & Gas,Yes,large,US7185461040,B78C4Y8,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030;2050,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,80.41,80.81,80.2,80.13,80.32,80.2,80.39,79.04,77.7,76.36,75.01,73.67,72.32,70.98,69.64,68.29,66.95,66.87,66.78,66.7,66.62,66.54,66.46,66.38,66.3,66.22,66.13,66.05,65.97,65.89,65.81,65.73,65.65,65.57,65.48,65.4,65.32
Phillips 66,United States of America,USA,Oil & Gas,Yes,large,US7185461040,B78C4Y8,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,80.40810249,80.807345,80.95789336,80.89178218,81.15467018,80.78728982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66,United States of America,USA,Oil & Gas,Yes,large,US7185461040,B78C4Y8,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,80.41,80.81,80.96,80.89,81.15,80.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66,United States of America,USA,Oil & Gas,Yes,large,US7185461040,B78C4Y8,01/09/2019,12/07/2019,,,,No or unsuitable disclosure,Oil & Gas_01/09/2019,,,Emissions intensity (gCO2e / MJ),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/11/2023,04/07/2023,National Pledges,,National Pledges,Below 2 Degrees,Electricity Utilities_01/11/2021,2032;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.543794245,0.553051612,0.539107737,0.405057427,0.431516677,0.473,0.458,0.417758232,0.428,0.456782628,0.429012774,0.40124292,0.373473065,0.345703211,0.317933356,0.290163502,0.262393648,0.234623793,0.206853939,0.179084085,0.169134969,0.159185853,0.149236737,0.139287621,0.129338505,0.11938939,0.109440274,0.099491158,0.089542042,0.079592926,0.069643811,0.059694695,0.049745579,0.039796463,0.029847347,0.019898232,0.009949116,0.0
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/09/2022,22/07/2022,National Pledges,,National Pledges,Below 2 Degrees,Electricity Utilities_01/11/2021,2032;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"To calculate this company's targeted emissions intensity, TPI has assumed that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.55,0.54,0.41,0.43,0.47,0.46,0.42,0.43,0.41,0.38,0.36,0.34,0.31,0.29,0.27,0.25,0.22,0.2,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.0
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/11/2021,05/08/2021,National Pledges,,National Pledges,Below 2 Degrees,Electricity Utilities_01/11/2021,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.543794245,0.553051612,0.539107737,0.405057427,0.431516677,0.473,0.458,0.417758232,0.408828749,0.399899266,0.390969783,0.382040301,0.373110818,0.364181335,0.355251852,0.346322369,0.337392886,0.328463403,0.319533921,0.310604438,0.293348636,0.276092833,0.258837031,0.241581229,0.224325427,0.207069625,0.189813823,0.172558021,0.155302219,0.138046417,0.120790615,0.103534813,0.08627901,0.069023208,0.051767406,0.034511604,0.017255802,0.0
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/10/2020,12/08/2020,,,,Below 2 Degrees,Electricity Utilities_01/10/2020,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.544,0.553,0.539,0.405,0.432,0.473,0.455,0.44,0.426,0.411,0.396,0.382,0.367,0.352,0.337,0.323,0.308,0.293,0.279,0.264,0.249,0.235,0.22,0.205,0.191,0.176,0.161,0.147,0.132,0.117,0.103,0.088,0.073,0.059,0.044,0.029,0.015,
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/09/2019,02/08/2019,,,,Paris Pledges,Electricity Utilities_01/09/2019,,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.544,0.553,0.539,0.405,0.432,0.473,0.465,0.456,0.448,0.439,0.431,0.422,0.414,0.405,0.397,0.388,0.38,0.371,,,,,,,,,,,,,,,,,,,,
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/07/2018,02/07/2018,,,,Paris Pledges,Electricity Utilities_01/07/2018,,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Pinnacle West Capital has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.544,0.533,0.539,0.404,0.439,0.428,0.417,0.406,0.395,0.383,0.372,0.361,0.35,0.339,0.328,0.317,0.306,0.294,,,,,,,,,,,,,,,,,,,,
Pioneer Natural Resource,United States of America,USA,Oil & Gas,No,large,US7237871071,2690830,01/11/2023,30/06/2023,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2023,2030,2021,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s targets cover a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,75.49260367,75.25972894,73.49613867,71.83056185,70.2958726,70.65669287,70.47626823,70.29584358,70.11541894,69.9349943,69.75456965,69.57414501,69.39372037,69.21329573,69.03287108,,,,,,,,,,,,,,,,,,,,
Pioneer Natural Resource,United States of America,USA,Oil & Gas,No,large,US7237871071,2690830,01/09/2022,01/08/2022,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030;2050,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's targets cover a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,75.49,75.26,73.5,71.83,70.3,70.23,70.16,70.09,70.02,69.95,69.89,69.82,69.75,69.68,69.61,69.53,69.44,69.35,69.27,69.18,69.1,69.01,68.92,68.84,68.75,68.66,68.58,68.49,68.4,68.32,68.23,68.15,68.06,67.97,67.89
