Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Red Electrica,Spain,ESP,Electricity Utilities,No,medium,ES0173093024,BD6FXN3,01/11/2021,05/08/2021,Europe,Not Assessed,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSE,United Kingdom,GBR,Electricity Utilities,Yes,large,GB0007908733,790873,01/11/2021,05/08/2021,Europe,Not Aligned,,National Pledges,National Pledges,Europe_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.576,0.474,0.397,0.302,0.305,0.284,0.288,0.255,0.2417,0.2284,0.2151,0.2018,0.1885,0.1752,0.1619,0.1486,0.1353,0.122,0.1159,0.1098,0.1037,0.0976,0.0915,0.0854,0.0793,0.0732,0.0671,0.061,0.0549,0.0488,0.0427,0.0366,0.0305,0.0244,0.0183,0.0122,0.0061,0.0
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/11/2023,04/07/2023,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set one or more targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.705319063,0.667443841,0.638797524,0.651208192,0.649871815,0.664030188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/09/2022,22/07/2022,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.71,0.67,0.64,0.65,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Electricity,Saudi Arabia,SAU,Electricity Utilities,No,large,SA0007879550,B132NM2,01/11/2021,05/08/2021,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector.,,,,0.693,0.659,0.636,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/11/2021,05/08/2021,North-America,Not Aligned,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.321,0.314792848,0.294381208,0.241310944,0.208198728,0.21772416,0.342008368,0.33097584,0.319943312,0.308910784,0.297878256,0.286845728,0.2758132,0.264780672,0.253748144,0.242715616,0.231683088,0.22065056,0.209618032,0.198585504,0.187552976,0.176520448,0.16548792,0.154455392,0.143422864,0.132390336,0.121357808,0.11032528,0.099292752,0.088260224,0.077227696,0.066195168,0.05516264,0.044130112,0.033097584,0.022065056,0.011032528,0.0
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.577,0.59,0.544,0.528,0.50898,0.491,0.446,0.401,0.401530802,0.402061603,0.402592405,0.403123206,0.403654008,0.404184809,0.404715611,0.405246412,0.405777214,0.406308015,0.385992614,0.365677214,0.345361813,0.325046412,0.304731011,0.284415611,0.26410021,0.243784809,0.223469408,0.203154008,0.182838607,0.162523206,0.142207805,0.121892405,0.101577004,0.081261603,0.060946202,0.040630802,0.020315401,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2023,04/07/2023,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI generally assesses companies based on the emissions intensity of their owned generation. However, in the case of Chubu and TEPCO, taking the emissions intensity of sold electricity (i.e. power sales) provides a more representative assessment of these two companies’ transition risk, given that it includes the emissions of JERA, an electricity utility that TEPCO and Chubu jointly own. Note that the pathway above includes JERA’s emissions and that a pathway for TEPCO’s emissions  intensity excluding JERA would be at 0.009 tCO2/MWh in 2021.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.474,0.475,0.468,0.457,0.447,0.457,0.448608027,0.440216053,0.43182408,0.423432106,0.415040133,0.40664816,0.398256186,0.389864213,0.381472239,0.362398628,0.343325016,0.324251404,0.305177792,0.28610418,0.267030568,0.247956956,0.228883344,0.209809732,0.19073612,0.171662508,0.152588896,0.133515284,0.114441672,0.09536806,0.076294448,0.057220836,0.038147224,0.019073612,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI generally assesses companies based on the emissions intensity of their owned generation. However, in the case of Chubu and TEPCO, taking the emissions intensity of sold electricity (i.e. power sales) provides a more representative assessment of these two companies' transition risk, given that it includes the emissions of JERA, an electricity utility that TEPCO and Chubu jointly own. Note that the pathway above includes JERA's emissions and that a pathway for TEPCO's emissions  intensity excluding JERA would be at 0.01 tCO2/MWh in 2020. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.47,0.48,0.47,0.46,0.45,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.36,0.34,0.32,0.31,0.29,0.27,0.25,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.1,0.08,0.06,0.04,0.02,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2029,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity for the year 2019 using a boundary that is inconsistent with TPI’s methodology for this sector. We therefore do not include this year in the assessment.,,,0.43663319,0.44366148,0.428132691,0.427256333,0.420000231,0.41274413,0.405488028,0.398231927,0.390975825,0.383719723,0.376463622,0.36920752,0.361951419,0.354695317,0.347439216,,,,,,,,,,,,,,,,,,,,,
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2023,04/07/2023,non-OECD,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses emissions intensity and target using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance.   When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/09/2022,22/07/2022,non-OECD,Not Aligned,,Not Aligned,Below 2 Degrees,non-OECD_Electricity Utilities_01/04/2022,2035;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.56,0.54,0.55,0.54,0.57,0.56,0.57,0.55,0.54,0.53,0.52,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.42,0.41,0.4,0.39,0.36,0.34,0.31,0.29,0.26,0.23,0.21,0.18,0.16,0.13,0.1,0.08,0.05,0.03,0.0
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2021,05/08/2021,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,0.56,0.54,0.55,0.54,0.57,0.56,0.517426238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,"",01/11/2021,05/08/2021,North-America,National Pledges,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,0.36,0.307,0.288,0.27717,0.26634,0.25551,0.24468,0.23385,0.22302,0.21219,0.20136,0.19053,0.1797,,,,,,,,,,,,,,,,,,,,
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2021,05/08/2021,Europe,Not Assessed,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2023,04/07/2023,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.496588217,0.498662126,0.49594229,0.4823932,0.523263825,0.53170224,0.51336768,0.49503312,0.47669856,0.458364,0.44002944,0.42169488,0.40336032,0.38502576,0.3666912,0.34835664,0.33002208,0.31168752,0.29335296,0.2750184,0.25668384,0.23834928,0.22001472,0.20168016,0.1833456,0.16501104,0.14667648,0.12834192,0.11000736,0.0916728,0.07333824,0.05500368,0.03666912,0.01833456,0.0
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.5,0.5,0.5,0.48,0.52,0.51,0.49,0.47,0.45,0.44,0.42,0.4,0.38,0.37,0.35,0.33,0.31,0.3,0.28,0.26,0.24,0.23,0.21,0.19,0.17,0.16,0.14,0.12,0.1,0.09,0.07,0.05,0.03,0.02,0.0
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,0.496588217,0.498662126,0.49594229,0.482550897,0.468966172,0.455381447,0.441796723,0.428211998,0.414627273,0.401042549,0.387457824,0.3738731,0.360288375,0.34670365,,,,,,,,,,,,,,,,,,,,,
Uniper,Germany,DEU,Electricity Utilities,Yes,medium,DE000UNSE018,BZ6CZ43,01/11/2021,05/08/2021,Europe,Not Aligned,,Not Aligned,National Pledges,Europe_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.530641673,0.524006623,0.522378887,0.452358037,0.447949527,0.433017876,0.418086225,0.403154574,0.388222923,0.373291272,0.358359621,0.343427971,0.32849632,0.313564669,0.298633018,0.283701367,0.268769716,0.253838065,0.238906414,0.223974763,0.209043113,0.194111462,0.179179811,0.16424816,0.149316509,0.134384858,0.119453207,0.104521556,0.089589905,0.074658254,0.059726604,0.044794953,0.029863302,0.014931651,0.0
Vattenfall,Sweden,SWE,Electricity Utilities,No,unlisted,0,"",01/11/2021,05/08/2021,Europe,Not Aligned,,Not Aligned,Not Aligned,Europe_Electricity Utilities_01/04/2022,,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology for the year 2015, as this is the only year for which appropriate emissions data could be found.",,,0.349132948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbund AG,Austria,AUT,Electricity Utilities,No,medium,AT0000746409,4661607,01/11/2021,05/08/2021,Europe,1.5 Degrees,,Below 2 Degrees,National Pledges,Europe_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.056,0.031,0.041,0.0344,0.0324,0.0195,0.01885,0.0182,0.01755,0.0169,0.01625,0.0156,0.01495,0.0143,0.01365,0.013,0.01235,0.0117,0.01105,0.0104,0.00975,0.0091,0.00845,0.0078,0.00715,0.0065,0.00585,0.0052,0.00455,0.0039,0.00325,0.0026,0.00195,0.0013,0.00065,0.0
Vistra Energy,United States of America,USA,Electricity Utilities,Yes,medium,US92840M1027,BZ8VJQ8,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,,,,1.655,0.711,0.566,0.547,0.531319173,0.515638345,0.499957518,0.48427669,0.468595863,0.452915035,0.437234208,0.42155338,0.405872553,0.390191725,0.370682139,0.351172553,0.331662966,0.31215338,0.292643794,0.273134208,0.253624621,0.234115035,0.214605449,0.195095863,0.175586276,0.15607669,0.136567104,0.117057518,0.097547931,0.078038345,0.058528759,0.039019173,0.019509586,0.0
WEC Energy Group,United States of America,USA,Electricity Utilities,Yes,large,US92939U1060,BYY8XK8,01/11/2021,05/08/2021,North-America,Not Aligned,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,2025;2031;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.924273137,0.916628168,0.852902591,0.81,0.83,0.77,0.64,0.6,0.566938401,0.533876801,0.500815202,0.467753602,0.434692003,0.397866744,0.361041486,0.324216227,0.287390968,0.250565709,0.21374045,0.202490953,0.191241456,0.179991958,0.168742461,0.157492963,0.146243466,0.134993969,0.123744471,0.112494974,0.101245476,0.089995979,0.078746482,0.067496984,0.056247487,0.04499799,0.033748492,0.022498995,0.011249497,0.0
XCEL Energy,United States of America,USA,Electricity Utilities,Yes,large,US98389B1008,2614807,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has disclosed an 80% emissions reduction target for 2030, but TPI cannot include it in our assessment as our methodology for the sector currently does not include purchased electricity.",,,,0.71476923,0.713560837,0.686389948,0.652980495,0.631916608,0.610852721,0.589788834,0.568724947,0.54766106,0.526597173,0.505533286,0.484469399,0.463405512,0.442341625,0.421277739,0.400213852,0.379149965,0.358086078,0.337022191,0.315958304,0.294894417,0.27383053,0.252766643,0.231702756,0.210638869,0.189574982,0.168511095,0.147447208,0.126383322,0.105319435,0.084255548,0.063191661,0.042127774,0.021063887,0.0
